article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
394292006,394292,Sunglasses Morris,81,Sunglasses,Accessories,1010016,Solid,93,Dark Green,7,Medium,19,Green,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Sunglasses with plastic frames and UV-protective, tinted lenses."
394292008,394292,Sunglasses Morris,81,Sunglasses,Accessories,1010005,Colour blocking,9,Black,4,Dark,5,Black,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Sunglasses with plastic frames and UV-protective, tinted lenses."
394522001,394522,TD Ulrik,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,5731,Shirt,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Shirt in premium cotton with an easy-iron finish. Turn-down collar, French front, long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette."
394522003,394522,TD Ulrik,259,Shirt,Garment Upper body,1010016,Solid,71,Light Blue,3,Light,2,Blue,5731,Shirt,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Shirt in premium cotton with an easy-iron finish. Turn-down collar, French front, long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette."
394522005,394522,TD Ulrik,259,Shirt,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,5731,Shirt,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Shirt in premium cotton with an easy-iron finish. Turn-down collar, French front, long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette."
394798002,394798,S/S Hugo Stretch C/R,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,5731,Shirt,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Short-sleeved, stretch shirt in a premium cotton blend with a narrow, turn-down collar. Slim fit ƒ?? a fitted style with shaping seams at the back."
394798004,394798,S/S Hugo Stretch C/R,259,Shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5731,Shirt,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Short-sleeved, stretch shirt in a premium cotton blend with a narrow, turn-down collar. Slim fit ƒ?? a fitted style with shaping seams at the back."
394803004,394803,Asteria Tank,253,Vest top,Garment Upper body,1010018,Treatment,8,Dark Grey,4,Dark,12,Grey,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,"Gently flared vest top in marled jersey made from a cotton blend with deep armholes, a racer back and rounded hem. Slightly longer at the back."
394803011,394803,Asteria Tank,253,Vest top,Garment Upper body,1010016,Solid,42,Red,7,Medium,18,Red,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,"Gently flared vest top in marled jersey made from a cotton blend with deep armholes, a racer back and rounded hem. Slightly longer at the back."
395127001,395127,CA Gustavsberg TVP,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,8617,Shirt S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Shirt in premium cotton with a cutaway collar, French front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Varying pattern on the inside of the cuffs and collar stand. Slim Fit ƒ?? a fit with narrow shoulders and a tapered waist for a fitted silhouette."
395127006,395127,CA Gustavsberg TVP,259,Shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8617,Shirt S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Shirt in premium cotton with a cutaway collar, French front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Varying pattern on the inside of the cuffs and collar stand. Slim Fit ƒ?? a fit with narrow shoulders and a tapered waist for a fitted silhouette."
395127011,395127,CA Gustavsberg TVP,259,Shirt,Garment Upper body,1010016,Solid,71,Light Blue,3,Light,2,Blue,8617,Shirt S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Shirt in premium cotton with a cutaway collar, French front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Varying pattern on the inside of the cuffs and collar stand. Slim Fit ƒ?? a fit with narrow shoulders and a tapered waist for a fitted silhouette."
395127012,395127,CA Gustavsberg TVP,259,Shirt,Garment Upper body,1010016,Solid,43,Dark Red,4,Dark,18,Red,8617,Shirt S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Shirt in premium cotton with a cutaway collar, French front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Varying pattern on the inside of the cuffs and collar stand. Slim Fit ƒ?? a fit with narrow shoulders and a tapered waist for a fitted silhouette."
395127013,395127,CA Gustavsberg,259,Shirt,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,8617,Shirt S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Shirt in premium cotton with a cutaway collar, French front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Varying pattern on the inside of the cuffs and collar stand. Slim Fit ƒ?? a fit with narrow shoulders and a tapered waist for a fitted silhouette."
395127028,395127,CA Gustavsberg,259,Shirt,Garment Upper body,1010016,Solid,73,Dark Blue,2,Medium Dusty,2,Blue,8617,Shirt S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Shirt in premium cotton with a cutaway collar, French front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Varying pattern on the inside of the cuffs and collar stand. Slim Fit ƒ?? a fit with narrow shoulders and a tapered waist for a fitted silhouette."
395127030,395127,CA Gustavsberg,259,Shirt,Garment Upper body,1010016,Solid,93,Dark Green,4,Dark,19,Green,8617,Shirt S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Shirt in premium cotton with a cutaway collar, French front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Varying pattern on the inside of the cuffs and collar stand. Slim Fit ƒ?? a fit with narrow shoulders and a tapered waist for a fitted silhouette."
395127031,395127,CA Gustavsberg,259,Shirt,Garment Upper body,1010001,All over pattern,43,Dark Red,4,Dark,18,Red,8617,Shirt S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Shirt in premium cotton with a cutaway collar, French front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Varying pattern on the inside of the cuffs and collar stand. Slim Fit ƒ?? a fit with narrow shoulders and a tapered waist for a fitted silhouette."
395127036,395127,CA Gustavsberg,259,Shirt,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,8617,Shirt S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Shirt in premium cotton with a cutaway collar, French front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Varying pattern on the inside of the cuffs and collar stand. Slim Fit ƒ?? a fit with narrow shoulders and a tapered waist for a fitted silhouette."
395127040,395127,CA Gustavsberg,259,Shirt,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,8617,Shirt S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Shirt in premium cotton with a cutaway collar, French front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Varying pattern on the inside of the cuffs and collar stand. Slim Fit ƒ?? a fit with narrow shoulders and a tapered waist for a fitted silhouette."
395127042,395127,CA Gustavsberg slim fit TVP,259,Shirt,Garment Upper body,1010016,Solid,71,Light Blue,3,Light,2,Blue,8617,Shirt S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Shirt in premium cotton with a cutaway collar, French front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Varying pattern on the inside of the cuffs and collar stand. Slim Fit ƒ?? a fit with narrow shoulders and a tapered waist for a fitted silhouette."
395127043,395127,CA Gustavsberg slim fit TVP,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,8617,Shirt S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Shirt in premium cotton with a cutaway collar, French front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Varying pattern on the inside of the cuffs and collar stand. Slim Fit ƒ?? a fit with narrow shoulders and a tapered waist for a fitted silhouette."
395575001,395575,Emily Brief,286,Underwear bottom,Underwear,1010021,Lace,9,Black,4,Dark,5,Black,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Shaping briefs in sturdy microfibre with a sculpting effect on the waist, hips and bum. High waist, a lined gusset and wide lace at the sides."
395575002,395575,Emily Brief,286,Underwear bottom,Underwear,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Shaping briefs in sturdy microfibre with a sculpting effect on the waist, hips and bum. High waist, a lined gusset and wide lace at the sides."
395619001,395619,Malcolm Skinny 5 pocket,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,8756,Young Boy Trouser,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1009,Trousers,5-pocket skinny-fit trousers in stretch cotton twill with an adjustable elasticated waist and zip fly.
395619009,395619,Malcolm Skinny 5 pocket,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,8756,Young Boy Trouser,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1009,Trousers,5-pocket skinny-fit trousers in stretch cotton twill with an adjustable elasticated waist and zip fly.
395619012,395619,Malcolm Skinny 5 pocket,272,Trousers,Garment Lower body,1010016,Solid,83,Dark Turquoise,4,Dark,7,Turquoise,8756,Young Boy Trouser,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1009,Trousers,5-pocket skinny-fit trousers in stretch cotton twill with an adjustable elasticated waist and zip fly.
395619013,395619,Malcolm Skinny 5 pocket,272,Trousers,Garment Lower body,1010016,Solid,14,Dark Beige,2,Medium Dusty,13,Brown,8756,Young Boy Trouser,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1009,Trousers,5-pocket skinny-fit trousers in stretch cotton twill with an adjustable elasticated waist and zip fly.
395619018,395619,Malcolm Skinny 5 pocket,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,8756,Young Boy Trouser,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1009,Trousers,5-pocket skinny-fit trousers in stretch cotton twill with an adjustable elasticated waist and zip fly.
395658025,395658,MIA,272,Trousers,Garment Lower body,1010016,Solid,40,Other Red,5,Bright,18,Red,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Joggers in sweatshirt fabric with an elasticated drawstring waist and ribbed hems.
395658031,395658,MIA,272,Trousers,Garment Lower body,1010025,Slub,51,Light Pink,3,Light,4,Pink,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Joggers in sweatshirt fabric with an elasticated drawstring waist and ribbed hems.
395658033,395658,MIA,272,Trousers,Garment Lower body,1010016,Solid,43,Dark Red,4,Dark,18,Red,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Joggers in sweatshirt fabric with an elasticated drawstring waist and ribbed hems.
395658034,395658,MIA,272,Trousers,Garment Lower body,1010014,Placement print,7,Grey,1,Dusty Light,12,Grey,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Joggers in sweatshirt fabric with an elasticated drawstring waist and ribbed hems.
395658035,395658,MIA (1),272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Joggers in sweatshirt fabric with an elasticated drawstring waist and ribbed hems.
395658038,395658,MIA (1),272,Trousers,Garment Lower body,1010014,Placement print,51,Light Pink,3,Light,4,Pink,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Joggers in sweatshirt fabric with an elasticated drawstring waist and ribbed hems.
395658039,395658,MIA (1),272,Trousers,Garment Lower body,1010014,Placement print,7,Grey,1,Dusty Light,12,Grey,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Joggers in sweatshirt fabric with an elasticated drawstring waist and ribbed hems.
395658040,395658,MIA (1),272,Trousers,Garment Lower body,1010014,Placement print,51,Light Pink,1,Dusty Light,4,Pink,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Joggers in sweatshirt fabric with an elasticated drawstring waist and ribbed hems.
395658042,395658,MIA (1),272,Trousers,Garment Lower body,1010014,Placement print,6,Light Grey,1,Dusty Light,12,Grey,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Joggers in sweatshirt fabric with an elasticated drawstring waist and ribbed hems.
395658049,395658,MIA (1),272,Trousers,Garment Lower body,1010016,Solid,42,Red,5,Bright,18,Red,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Joggers in sweatshirt fabric with an elasticated drawstring waist and ribbed hems.
395658050,395658,MIA (1),272,Trousers,Garment Lower body,1010014,Placement print,53,Dark Pink,5,Bright,4,Pink,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Joggers in sweatshirt fabric with an elasticated drawstring waist and ribbed hems.
395658051,395658,MIA (1),272,Trousers,Garment Lower body,1010014,Placement print,81,Light Turquoise,1,Dusty Light,7,Turquoise,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Joggers in sweatshirt fabric with an elasticated drawstring waist and ribbed hems.
395730016,395730,MUMS,257,Polo shirt,Garment Upper body,1010009,Glittering/Metallic,53,Dark Pink,5,Bright,4,Pink,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Long-sleeved, polo-neck tops in organic cotton jersey."
395730018,395730,MUMS,257,Polo shirt,Garment Upper body,1010010,Melange,51,Light Pink,3,Light,4,Pink,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Long-sleeved, polo-neck tops in organic cotton jersey."
395730020,395730,MUMS,257,Polo shirt,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Long-sleeved, polo-neck tops in organic cotton jersey."
395730022,395730,MUMS (1),257,Polo shirt,Garment Upper body,1010010,Melange,6,Light Grey,1,Dusty Light,12,Grey,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Long-sleeved, polo-neck tops in organic cotton jersey."
395730028,395730,MUMS (1),257,Polo shirt,Garment Upper body,1010001,All over pattern,7,Grey,1,Dusty Light,12,Grey,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Long-sleeved, polo-neck tops in organic cotton jersey."
395730029,395730,MUMS (1),257,Polo shirt,Garment Upper body,1010010,Melange,51,Light Pink,3,Light,4,Pink,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Long-sleeved, polo-neck tops in organic cotton jersey."
395730030,395730,MUMS (1),257,Polo shirt,Garment Upper body,1010001,All over pattern,50,Other Pink,5,Bright,4,Pink,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Long-sleeved, polo-neck tops in organic cotton jersey."
395730035,395730,MUMS (1),257,Polo shirt,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Long-sleeved, polo-neck tops in organic cotton jersey."
395730036,395730,MUMS (1),257,Polo shirt,Garment Upper body,1010001,All over pattern,81,Light Turquoise,1,Dusty Light,7,Turquoise,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Long-sleeved, polo-neck tops in organic cotton jersey."
395730037,395730,VIOLA 2-pack,257,Polo shirt,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Long-sleeved, polo-neck tops in organic cotton jersey."
395730038,395730,VIOLA 2-pack,257,Polo shirt,Garment Upper body,1010012,Mixed solid/pattern,10,White,3,Light,9,White,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Long-sleeved, polo-neck tops in organic cotton jersey."
395730039,395730,VIOLA 2-pack,257,Polo shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Long-sleeved, polo-neck tops in organic cotton jersey."
395730040,395730,VIOLA 2-pack,257,Polo shirt,Garment Upper body,1010016,Solid,43,Dark Red,4,Dark,18,Red,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Long-sleeved, polo-neck tops in organic cotton jersey."
395730041,395730,VIOLA 2-pack,257,Polo shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Long-sleeved, polo-neck tops in organic cotton jersey."
395730042,395730,VIOLA 2PACK,254,Top,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Long-sleeved, polo-neck tops in organic cotton jersey."
395730043,395730,VIOLA 2-pack (TVP),257,Polo shirt,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Long-sleeved, polo-neck tops in organic cotton jersey."
395730045,395730,VIOLA 2-pack (TVP),257,Polo shirt,Garment Upper body,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Long-sleeved, polo-neck tops in organic cotton jersey."
395864036,395864,RAKEL 3p,286,Underwear bottom,Underwear,1010001,All over pattern,91,Light Green,3,Light,19,Green,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Boxer briefs in cotton jersey with a lined gusset.
395864046,395864,RAKEL 3p,286,Underwear bottom,Underwear,1010012,Mixed solid/pattern,52,Pink,7,Medium,4,Pink,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Boxer briefs in cotton jersey with a lined gusset.
395864048,395864,RAKEL 3p,286,Underwear bottom,Underwear,1010012,Mixed solid/pattern,73,Dark Blue,4,Dark,2,Blue,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Boxer briefs in cotton jersey with a lined gusset.
395864060,395864,RAKEL 3p,286,Underwear bottom,Underwear,1010001,All over pattern,61,Light Purple,3,Light,6,Lilac Purple,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Boxer briefs in cotton jersey with a lined gusset.
395864063,395864,RAKEL 3p,286,Underwear bottom,Underwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Boxer briefs in cotton jersey with a lined gusset.
395864064,395864,RAKEL 3p,286,Underwear bottom,Underwear,1010001,All over pattern,10,White,3,Light,9,White,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Boxer briefs in cotton jersey with a lined gusset.
395864065,395864,RAKEL 3p,286,Underwear bottom,Underwear,1010001,All over pattern,50,Other Pink,5,Bright,4,Pink,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Boxer briefs in cotton jersey with a lined gusset.
395864068,395864,RAKEL 3p,286,Underwear bottom,Underwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Boxer briefs in cotton jersey with a lined gusset.
395864070,395864,RAKEL 3p,286,Underwear bottom,Underwear,1010001,All over pattern,91,Light Green,1,Dusty Light,19,Green,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Boxer briefs in cotton jersey with a lined gusset.
395864071,395864,RAKEL 3p boxer,286,Underwear bottom,Underwear,1010016,Solid,7,Grey,1,Dusty Light,12,Grey,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Boxer briefs in cotton jersey with a lined gusset.
395864087,395864,RAKEL 3p,286,Underwear bottom,Underwear,1010012,Mixed solid/pattern,81,Light Turquoise,3,Light,7,Turquoise,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Boxer briefs in cotton jersey with a lined gusset.
396135007,396135,Glamping,274,Shorts,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Short shorts in sweatshirt fabric with an elasticated, drawstring jersey waistband, side pockets and rounded hems."
396135008,396135,Glamping,274,Shorts,Garment Lower body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Short shorts in sweatshirt fabric with an elasticated, drawstring jersey waistband, side pockets and rounded hems."
396135023,396135,Glamping,274,Shorts,Garment Lower body,1010010,Melange,73,Dark Blue,7,Medium,2,Blue,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Short shorts in sweatshirt fabric with an elasticated, drawstring jersey waistband, side pockets and rounded hems."
396135035,396135,Glamping,274,Shorts,Garment Lower body,1010017,Stripe,11,Off White,1,Dusty Light,9,White,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Short shorts in sweatshirt fabric with an elasticated, drawstring jersey waistband, side pockets and rounded hems."
396135040,396135,Glamping,274,Shorts,Garment Lower body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Short shorts in sweatshirt fabric with an elasticated, drawstring jersey waistband, side pockets and rounded hems."
396135041,396135,Glamping,274,Shorts,Garment Lower body,1010010,Melange,71,Light Blue,1,Dusty Light,2,Blue,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Short shorts in sweatshirt fabric with an elasticated, drawstring jersey waistband, side pockets and rounded hems."
396135044,396135,Glamping,274,Shorts,Garment Lower body,1010010,Melange,50,Other Pink,5,Bright,4,Pink,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Short shorts in sweatshirt fabric with an elasticated, drawstring jersey waistband, side pockets and rounded hems."
396135045,396135,Glamping,274,Shorts,Garment Lower body,1010017,Stripe,22,Yellow,7,Medium,8,Yellow,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Short shorts in sweatshirt fabric with an elasticated, drawstring jersey waistband, side pockets and rounded hems."
396135046,396135,Glamping,274,Shorts,Garment Lower body,1010010,Melange,92,Green,2,Medium Dusty,19,Green,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Short shorts in sweatshirt fabric with an elasticated, drawstring jersey waistband, side pockets and rounded hems."
396135047,396135,Glamping,274,Shorts,Garment Lower body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Short shorts in sweatshirt fabric with an elasticated, drawstring jersey waistband, side pockets and rounded hems."
396135048,396135,Glamping,274,Shorts,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Short shorts in sweatshirt fabric with an elasticated, drawstring jersey waistband, side pockets and rounded hems."
396135049,396135,Glamping,274,Shorts,Garment Lower body,1010016,Solid,13,Beige,1,Dusty Light,1,Mole,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Short shorts in sweatshirt fabric with an elasticated, drawstring jersey waistband, side pockets and rounded hems."
396135052,396135,Glamping,274,Shorts,Garment Lower body,1010010,Melange,8,Dark Grey,4,Dark,12,Grey,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Short shorts in sweatshirt fabric with an elasticated, drawstring jersey waistband, side pockets and rounded hems."
396135058,396135,Glamping,274,Shorts,Garment Lower body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Short shorts in sweatshirt fabric with an elasticated, drawstring jersey waistband, side pockets and rounded hems."
